OPR_DATE,HOUR_ENDING,LOADING_MW_ACTUAL_CAISO,LOADING_MW_ACTUAL_PGE,LOADING_MW_ACTUAL_SCE,LOADING_MW_ACTUAL_SDGE,LOADING_MW_FORECAST_CAISO,LOADING_MW_FORECAST_PGE,LOADING_MW_FORECAST_SCE,LOADING_MW_FORECAST_SDGE,GAS_PRICE_PGE,GAS_PRICE_SCE,DA_LMP_PGE_NP15
08/18/2021 ,11,30207,13070,13990,2859,28378.91,11946.9,13482,2665.72,6.5,6.29,40.32
08/18/2021 ,12,30090,13029,13941,2827,28849.34,12012.44,13904.63,2634.9,6.5,6.29,40.35
08/18/2021 ,13,30002,12984,13904,2816,29499.66,12212.33,14330.7,2654.5,6.5,6.29,43.67
08/18/2021 ,14,30340,13208,14013,2819,30548.38,12672.71,14873.57,2717.82,6.5,6.29,45.23
08/18/2021 ,15,31111,13812,14231,2775,31915.75,13371.25,15439.37,2818.33,6.5,6.29,47.1
08/18/2021 ,16,31877,14393,14428,2769,33397.18,14202.05,15919.33,2983.98,6.5,6.29,48.78
08/18/2021 ,17,32470,14859,14498,2827,34557.16,15041.42,16110.37,3100.57,6.5,6.29,48.52
08/18/2021 ,18,32611,14884,14492,2951,35188.21,15703.04,15986.83,3194.32,6.5,6.29,52.26
08/18/2021 ,19,32663,14940,14467,2978,34977.79,16003.38,15520.98,3152.76,6.5,6.29,62.38
08/18/2021 ,20,32604,14812,14501,3017,34457.71,15830.41,15210.79,3126.38,6.5,6.29,72.69
08/18/2021 ,21,32214,14549,14382,3016,33956.87,15642.95,14944.98,3089.08,6.5,6.29,63.31
08/18/2021 ,22,30911,13888,13861,2903,32381.29,14859.25,14288.02,2963.68,6.5,6.29,60.45
08/18/2021 ,23,28735,12885,12894,2701,29950.97,13677.9,13249.5,2747.47,6.5,6.29,52.86
08/18/2021 ,24,26786,12005,12026,2502,27670.03,12619.52,12262.06,2523.06,6.5,6.29,52.73
08/19/2021 ,1,25370,11440,11299,2374,25907.01,11891.27,11365.57,2397,6.39,5.93,46.74
08/19/2021 ,2,24451,11180,10750,2266,24659.44,11379.11,10766.06,2274,6.39,5.93,45.66
08/19/2021 ,3,23864,10995,10414,2202,23763.64,10985.47,10349.91,2191,6.39,5.93,44.34
08/19/2021 ,4,23531,10861,10246,2171,23348.01,10805.78,10153.04,2153,6.39,5.93,44
08/19/2021 ,5,23943,11060,10425,2212,23454.05,10806.82,10258.17,2150,6.39,5.93,46.91
08/19/2021 ,6,25086,11603,10932,2315,24370.02,11258.45,10631.74,2242,6.39,5.93,50.3
08/19/2021 ,7,26556,12360,11498,2458,25552.79,11911.1,11020.94,2375,6.39,5.93,51.14
08/19/2021 ,8,27694,12830,12062,2559,26413.65,12196.31,11453.64,2516,6.39,5.93,46.75
08/19/2021 ,9,28579,13248,12466,2622,26898.25,12185.14,11788.88,2677,6.39,5.93,39.61
08/19/2021 ,10,29071,13343,12845,2636,26939.4,12071.36,11969.8,2645,6.39,5.93,38.83
08/19/2021 ,11,29130,13247,13172,2460,26954.76,11934.55,12189.51,2572,6.39,5.93,37.94
08/19/2021 ,12,29291,13139,13481,2412,27206.03,11917.46,12506.06,2519,6.39,5.93,37.98
08/19/2021 ,13,29483,13037,13752,2417,27919.6,12210.97,12959.93,2473,6.39,5.93,39.12
08/19/2021 ,14,30081,13005,14313,2475,29075.72,12680.94,13637.62,2466,6.39,5.93,41.43
08/19/2021 ,15,31419,13576,14949,2602,30431.24,13309.74,14317.49,2511,6.39,5.93,43.89
08/19/2021 ,16,32700,14122,15522,2762,31917.69,14045.12,14943.09,2634,6.39,5.93,45.78
08/19/2021 ,17,33464,14463,15798,2906,33169.52,14809.69,15352.91,2710,6.39,5.93,45.09
08/19/2021 ,18,33808,14759,15743,3017,33992.18,15491.35,15391.95,2811,6.39,5.93,50.51
08/19/2021 ,19,33483,14840,15356,3011,34211.39,15889.73,15093.57,2940,6.39,5.93,60.32
08/19/2021 ,20,32952,14722,14928,3033,33650.13,15737.13,14697.85,2935,6.39,5.93,69.25
08/19/2021 ,21,32384,14499,14590,3034,33215.47,15546.39,14457.97,2938,6.39,5.93,61.72
08/19/2021 ,22,30856,13862,13880,2860,31604.54,14722.86,13794.2,2831,6.39,5.93,59.69
08/19/2021 ,23,28630,12885,12832,2656,29152.08,13554.86,12723.62,2624,6.39,5.93,52.66
08/19/2021 ,24,26581,12042,11815,2464,26970.64,12519.67,11784.04,2421,6.39,5.93,48.77
08/20/2021 ,1,25138,11521,11021,2340,25592.71,11722.04,11288.54,2325,6.27,5.32,43.88
08/20/2021 ,2,24186,11242,10467,2224,24262.78,11203.8,10596.82,2205,6.27,5.32,43.27
08/20/2021 ,3,23397,10860,10137,2149,23362.34,10826.02,10160.28,2122,6.27,5.32,42.31
08/20/2021 ,4,23038,10667,10007,2113,22955.79,10664.34,9969.88,2066,6.27,5.32,42.26
08/20/2021 ,5,23445,10854,10194,2144,23051.69,10698.68,10026.77,2076,6.27,5.32,44.81
08/20/2021 ,6,24612,11397,10704,2256,24017.13,11179.35,10444.91,2156,6.27,5.32,47.66
08/20/2021 ,7,26146,12141,11341,2407,25372.28,11985.16,10864.88,2283,6.27,5.32,49.16
08/20/2021 ,8,27258,12565,11910,2525,26222.31,12282.02,11299.13,2396,6.27,5.32,43.89
08/20/2021 ,9,28012,12790,12344,2617,26539.75,12214.58,11622.34,2454,6.27,5.32,37.93
08/20/2021 ,10,27927,12410,12664,2588,26740.53,12190.08,11874,2408,6.27,5.32,36.9
08/20/2021 ,11,27762,12195,12734,2561,26727.14,12044.46,12101,2306,6.27,5.32,31.53
08/20/2021 ,12,27805,12114,12907,2504,27055.64,12038.36,12461.07,2274,6.27,5.32,33.54
08/20/2021 ,13,28046,12197,13109,2453,27626.76,12090.13,12942.88,2305,6.27,5.32,36.73
08/20/2021 ,14,29032,12614,13661,2464,28584.02,12434.78,13489.97,2365,6.27,5.32,39.04
08/20/2021 ,15,30355,13165,14368,2524,29904.13,13042.82,14135.19,2438,6.27,5.32,41.99
08/20/2021 ,16,31673,13655,15086,2630,31216.05,13673.54,14698.21,2564,6.27,5.32,45.26
08/20/2021 ,17,32627,14100,15507,2715,32306.83,14342.51,14965.42,2716,6.27,5.32,45.82
08/20/2021 ,18,32916,14424,15420,2768,33047.85,14887.35,15036.1,2840,6.27,5.32,52.34
08/20/2021 ,19,32670,14549,15057,2765,32908.03,15096.31,14704.73,2825,6.27,5.32,60.88
08/20/2021 ,20,32266,14485,14682,2806,32316.57,14931.47,14319.66,2786,6.27,5.32,66.58
08/20/2021 ,21,31618,14292,14243,2797,31857.11,14731.12,14056.04,2799,6.27,5.32,56.87
08/20/2021 ,22,30223,13688,13557,2700,30605.14,14128.47,13472.78,2743,6.27,5.32,55.67
08/20/2021 ,23,28347,12818,12718,2540,28611.74,13203.87,12554.45,2596,6.27,5.32,50.06
08/20/2021 ,24,26484,11982,11858,2379,26615.35,12252.4,11693.85,2420,6.27,5.32,46.96
08/21/2021 ,1,25046,11372,11146,2266,25039.52,11586.56,10905.98,2284,6.08,5.31,44.11
08/21/2021 ,2,23763,10871,10479,2153,23704.74,11050.13,10238.72,2156,6.08,5.31,43.83
08/21/2021 ,3,22943,10536,10076,2072,22817.2,10643.33,9842.34,2073,6.08,5.31,42.56
08/21/2021 ,4,22535,10373,9882,2022,22241.98,10383.22,9569.42,2031,6.08,5.31,40.97
08/21/2021 ,5,22528,10385,9873,2012,22052.17,10302.61,9483.9,2007,6.08,5.31,42.25
08/21/2021 ,6,22883,10605,9980,2039,22341.34,10447.43,9618.02,2016,6.08,5.31,46.58
08/21/2021 ,7,23530,11008,10166,2096,22545.09,10646.48,9594.24,2044,6.08,5.31,44.45
08/21/2021 ,8,24060,11237,10386,2172,22786.95,10692.91,9693.82,2137,6.08,5.31,39.98
08/21/2021 ,9,24554,11298,10697,2287,23088.54,10692.3,9952.58,2198,6.08,5.31,33.29
08/21/2021 ,10,24619,11051,10930,2360,23214.55,10611.47,10149.62,2204,6.08,5.31,30.09
08/21/2021 ,11,24363,10739,11014,2327,23246.4,10504.91,10360.79,2125,6.08,5.31,26.58
08/21/2021 ,12,24252,10513,11130,2322,23495,10472.46,10678.56,2083,6.08,5.31,24.98
08/21/2021 ,13,24032,10358,11172,2210,23957.64,10518.25,11093.46,2065,6.08,5.31,28.47
08/21/2021 ,14,24019,10365,11284,2073,24669.38,10751.39,11551.94,2071,6.08,5.31,30.75
08/21/2021 ,15,24514,10751,11418,2045,25620.97,11126.81,12072.39,2122,6.08,5.31,31.45
08/21/2021 ,16,25454,11412,11638,2102,26952.27,11761.16,12643.25,2247,6.08,5.31,33.86
08/21/2021 ,17,26914,12392,11988,2231,28193,12446,13068.12,2371,6.08,5.31,37.72
08/21/2021 ,18,27983,12814,12478,2389,29334.07,13154.82,13333.05,2546,6.08,5.31,40.86
08/21/2021 ,19,28902,13344,12745,2514,29684.66,13576.87,13233.83,2589,6.08,5.31,51.5
08/21/2021 ,20,29194,13441,12856,2604,29335.23,13502.59,12971.76,2584,6.08,5.31,57.11
08/21/2021 ,21,28860,13322,12655,2598,29176.52,13486.7,12819.41,2604,6.08,5.31,51.89
08/21/2021 ,22,27704,12768,12142,2521,28087.85,12963.92,12329.4,2537,6.08,5.31,51.18
08/21/2021 ,23,26065,12013,11407,2382,26458.95,12218.58,11578.49,2407,6.08,5.31,47.79
08/21/2021 ,24,24519,11297,10729,2237,24829.39,11469.81,10838.75,2256,6.08,5.31,45.81
08/22/2021 ,1,23401,10783,10226,2143,23581.26,10880.42,10231.1,2207,6.08,5.31,40.07
08/22/2021 ,2,22419,10342,9766,2056,22501,10422.94,9718.01,2099,6.08,5.31,40.39
08/22/2021 ,3,21700,10038,9417,1987,21652.71,10073.44,9298.75,2021,6.08,5.31,39.17
08/22/2021 ,4,21289,9870,9214,1948,21088.47,9852.79,9013.02,1964,6.08,5.31,37.72
08/22/2021 ,5,21145,9839,9113,1938,20816.37,9736.56,8888.32,1933,6.08,5.31,37.92
08/22/2021 ,6,21261,9919,9132,1955,20870.96,9774.14,8902.86,1935,6.08,5.31,38.42
08/22/2021 ,7,21544,10143,9157,1988,20712.32,9747.02,8783.18,1924,6.08,5.31,40.8
08/22/2021 ,8,22136,10488,9336,2053,20590.55,9611.2,8776.18,1942,6.08,5.31,37.26
08/22/2021 ,9,22851,10618,9836,2132,20740.67,9522.36,8961.25,1992,6.08,5.31,28.47
08/22/2021 ,10,22976,10374,10133,2197,20537.79,9240.35,9036.16,1992,6.08,5.31,25.48
08/22/2021 ,11,22742,10070,10225,2170,20287.67,9002.21,9059.13,1952,6.08,5.31,24.69
08/22/2021 ,12,22472,9974,10146,2079,20294.83,8883.63,9260.53,1871,6.08,5.31,24.63
08/22/2021 ,13,22767,10329,10223,1939,20722.49,8951.56,9622.99,1863,6.08,5.31,25.42
08/22/2021 ,14,23200,10660,10393,1865,21671.17,9197.7,10235.52,1948,6.08,5.31,28.53
08/22/2021 ,15,24287,11055,11000,1932,22975.76,9754.2,10931.58,1996,6.08,5.31,35.18
08/22/2021 ,16,26009,11780,11848,2072,24779.9,10577.43,11737.35,2166,6.08,5.31,36.13
08/22/2021 ,17,27561,12427,12604,2220,26621.74,11408.86,12551.75,2358,6.08,5.31,36.25
08/22/2021 ,18,29069,13195,13147,2416,28408.63,12448.17,13051.54,2604,6.08,5.31,43.59
08/22/2021 ,19,29796,13715,13216,2553,29328.04,13158.3,13173.37,2694,6.08,5.31,51.39
08/22/2021 ,20,29782,13719,13103,2660,29249.3,13232.38,13017.49,2704,6.08,5.31,59.63
08/22/2021 ,21,29448,13569,12913,2672,28998.25,13231.4,12771.57,2707,6.08,5.31,54.95
08/22/2021 ,22,28109,12902,12364,2559,27737.36,12655.91,12196.37,2606,6.08,5.31,51.36
08/22/2021 ,23,26091,11947,11511,2377,25933.17,11789.08,11440.22,2433,6.08,5.31,46.67
08/22/2021 ,24,24251,11123,10663,2213,24063.8,10961.68,10593.44,2245,6.08,5.31,42.18
08/23/2021 ,1,22944,10535,10022,2142,22963.13,10511.88,10059.07,2150,6.08,5.31,45.56
08/23/2021 ,2,22028,10107,9604,2076,22006.1,10141.05,9560.76,2059,6.08,5.31,42.27
08/23/2021 ,3,21434,9866,9292,2039,21380.71,9890.67,9241.07,1993,6.08,5.31,41.27
08/23/2021 ,4,21333,9827,9254,2021,21106.39,9791.87,9106.01,1953,6.08,5.31,41.14
08/23/2021 ,5,21852,10102,9468,2050,21479.49,9967.6,9289.14,1966,6.08,5.31,43.51
08/23/2021 ,6,23079,10688,10007,2149,22575.78,10460.95,9805.05,2050,6.08,5.31,47.99
08/23/2021 ,7,24634,11457,10617,2323,24142.19,11222.52,10466.4,2192,6.08,5.31,49.47
08/23/2021 ,8,25660,11876,11067,2476,25094.02,11649.11,10894.23,2286,6.08,5.31,46.92
08/23/2021 ,9,26416,12069,11530,2568,25385.29,11605.34,11191.24,2321,6.08,5.31,39.29
08/23/2021 ,10,27112,12437,11942,2477,25241.09,11327.58,11397.8,2243,6.08,5.31,37.88
08/23/2021 ,11,27114,12320,12196,2321,25060.24,11037.63,11600.98,2143,6.08,5.31,34.49
08/23/2021 ,12,26879,11840,12605,2147,25276.16,10858.89,12025.69,2106,6.08,5.31,35.73
08/23/2021 ,13,27218,11915,12895,2113,25756.05,10900.35,12450.63,2113,6.08,5.31,37.26
08/23/2021 ,14,27910,12172,13244,2192,26698.1,11245.97,13023.71,2130,6.08,5.31,39
08/23/2021 ,15,29105,12550,13934,2313,27929.21,11754.09,13649.18,2223,6.08,5.31,42.52
08/23/2021 ,16,30629,13204,14640,2474,29406.2,12446.57,14275.63,2377,6.08,5.31,44.46
08/23/2021 ,17,32049,13993,15093,2649,30859.68,13222.28,14786.84,2540,6.08,5.31,45.38
08/23/2021 ,18,32924,14631,15170,2811,32241.45,13991.53,15170.51,2769,6.08,5.31,49.91
08/23/2021 ,19,33015,14935,14884,2890,32782.86,14531.77,15070.61,2873,6.08,5.31,60.21
08/23/2021 ,20,32690,14812,14649,2928,32456.49,14487.92,14757.07,2911,6.08,5.31,70.3
08/23/2021 ,21,32018,14532,14301,2891,31901.39,14301.87,14420.38,2890,6.08,5.31,59
08/23/2021 ,22,30288,13747,13528,2730,30108.93,13565.69,13509.73,2759,6.08,5.31,53.76
08/23/2021 ,23,27868,12674,12418,2509,27670.2,12489.7,12373.63,2545,6.08,5.31,49.38
08/23/2021 ,24,25837,11740,11528,2312,25483.51,11547.08,11350.7,2332,6.08,5.31,45.38
08/24/2021 ,1,24289,11100,10717,2212,24099.66,11037.78,10609.52,2201.3,6.23,6.09,45.31
08/24/2021 ,2,23211,10654,10181,2117,22917.14,10561.88,10011.85,2095.52,6.23,6.09,43.57
08/24/2021 ,3,22486,10335,9834,2072,22157.53,10285.22,9613.07,2014.59,6.23,6.09,42.41
08/24/2021 ,4,22254,10253,9732,2031,21794.51,10165.44,9425.26,1966.75,6.23,6.09,42.22
08/24/2021 ,5,22643,10482,9876,2041,22010.92,10284.17,9524.19,1964.93,6.23,6.09,43.34
08/24/2021 ,6,23720,11037,10326,2103,23063.18,10799.45,9980.81,2042.67,6.23,6.09,47.86
08/24/2021 ,7,25111,11775,10861,2211,24402.78,11602.84,10407.01,2151.21,6.23,6.09,49.21
08/24/2021 ,8,25940,12155,11287,2231,25238.65,11915.32,10828.23,2244.66,6.23,6.09,45.91
08/24/2021 ,9,26565,12501,11598,2194,25558.41,11782.31,11231.49,2274.67,6.23,6.09,39.68
08/24/2021 ,10,26788,12435,11951,2124,25452.04,11452.11,11524.97,2200.69,6.23,6.09,38.12
08/24/2021 ,11,27130,12378,12365,2102,25284.22,11123.52,11812.05,2068.91,6.23,6.09,34.86
08/24/2021 ,12,27418,12061,12952,2112,25680.76,10968.52,12354.76,2083.99,6.23,6.09,34.2
08/24/2021 ,13,28080,12083,13531,2167,26602.16,11002.46,13120.94,2201.03,6.23,6.09,37.38
08/24/2021 ,14,29001,12169,14256,2271,27941.17,11305.03,14014.16,2342.6,6.23,6.09,39.73
08/24/2021 ,15,30538,12620,15176,2432,29669.56,11815.74,15028.53,2527.05,6.23,6.09,43.06
08/24/2021 ,16,32119,13224,15981,2600,31391.68,12541.98,15856.23,2684.53,6.23,6.09,44.83
08/24/2021 ,17,33414,13951,16352,2792,32917.59,13292.29,16434.83,2880.64,6.23,6.09,46.23
08/24/2021 ,18,34155,14579,16293,2966,33978.02,14006.1,16615.49,3049.54,6.23,6.09,52.76
08/24/2021 ,19,34063,14898,15838,3016,34142.75,14594.08,16187.16,3047.67,6.23,6.09,63.16
08/24/2021 ,20,33522,14759,15429,3031,33499.53,14538.27,15587.8,3072.53,6.23,6.09,70.14
08/24/2021 ,21,32682,14466,14945,2976,32815.07,14422.68,15086.87,3010.69,6.23,6.09,60.05
08/24/2021 ,22,30873,13701,14078,2809,31063.02,13712.29,14205.4,2851.23,6.23,6.09,56.91
08/24/2021 ,23,28382,12617,12913,2574,28511.81,12648.5,12979.93,2623.06,6.23,6.09,50.64
08/24/2021 ,24,26166,11662,11871,2362,26281.26,11721.89,11897.99,2402.99,6.23,6.09,47.93
08/25/2021 ,1,24667,11054,11117,2230,25311.65,11211.4,11559.66,2286,6.43,6.2,46.04
08/25/2021 ,2,23516,10563,10552,2139,24021.58,10695.27,10893.24,2172,6.43,6.2,45.09
08/25/2021 ,3,22925,10361,10204,2101,23153.71,10390.07,10434.2,2083,6.43,6.2,45.24
08/25/2021 ,4,22845,10481,10034,2072,22682.01,10222.23,10190.52,2032,6.43,6.2,43.86
08/25/2021 ,5,22849,10355,10150,2085,22867.96,10336.52,10246.19,2042,6.43,6.2,44.32
08/25/2021 ,6,23915,10911,10592,2151,23873.1,10829.81,10672.56,2118,6.43,6.2,48.19
08/25/2021 ,7,25340,11713,11094,2270,25276,11608.03,11182.23,2226,6.43,6.2,51.29
08/25/2021 ,8,26329,12155,11591,2317,26097.28,11976.72,11572.97,2301,6.43,6.2,48.82
08/25/2021 ,9,27359,12415,12357,2316,26516.24,11911.49,12016.41,2338,6.43,6.2,42.61
08/25/2021 ,10,27884,12264,12996,2349,26671.44,11543.1,12558.15,2316,6.43,6.2,42.35
08/25/2021 ,11,28013,11783,13606,2340,27074.56,11265.68,13209.7,2321,6.43,6.2,40.75
08/25/2021 ,12,28237,11377,14203,2364,27817.55,11117.24,14029.35,2382,6.43,6.2,41.03
08/25/2021 ,13,29212,11549,14936,2426,28953.87,11124.57,15055.64,2478,6.43,6.2,43.29
08/25/2021 ,14,30938,11806,16232,2591,30446.22,11435.91,16069.68,2639,6.43,6.2,46.23
08/25/2021 ,15,33031,12466,17435,2815,32415.93,12048.32,17169.53,2891,6.43,6.2,48.38
08/25/2021 ,16,34933,13334,18231,3051,34235.75,12803.32,18029.54,3092,6.43,6.2,50.25
08/25/2021 ,17,36509,14338,18605,3244,35506.06,13559.17,18380.98,3251,6.43,6.2,52.59
08/25/2021 ,18,37119,14821,18553,3423,36340.8,14319.8,18324.92,3382,6.43,6.2,56.83
08/25/2021 ,19,36905,15209,17945,3434,36380.71,14890.97,17798.26,3381,6.43,6.2,72.76
08/25/2021 ,20,35922,15050,17199,3364,35692.75,14882.16,17132.58,3374,6.43,6.2,72.95
08/25/2021 ,21,34701,14660,16475,3265,34718.28,14676.39,16464.22,3281,6.43,6.2,61.49
08/25/2021 ,22,32603,13830,15417,3066,32873.2,14002.53,15475.31,3108,6.43,6.2,58.62
08/25/2021 ,23,29863,12725,14051,2805,30118.06,12899.02,14110.63,2838,6.43,6.2,49.62
08/25/2021 ,24,27517,11782,12886,2574,27663.29,11925.19,12898.39,2583,6.43,6.2,48.47
08/26/2021 ,1,25847,11175,11946,2456,26344.3,11433.67,12215.97,2425.93,6.43,7.9,46.92
08/26/2021 ,2,24588,10747,11226,2348,24878.15,10888.92,11421.59,2302.53,6.43,7.9,45.73
08/26/2021 ,3,23804,10541,10765,2233,23896.68,10543.62,10890.59,2199.79,6.43,7.9,45.47
08/26/2021 ,4,23230,10275,10522,2170,23348.32,10370.67,10582.45,2134.43,6.43,7.9,46.24
08/26/2021 ,5,23457,10483,10546,2165,23437.78,10471.97,10567.58,2136.13,6.43,7.9,46.39
08/26/2021 ,6,24450,11026,10934,2224,24407.8,10965.07,10981.56,2196.33,6.43,7.9,49.81
08/26/2021 ,7,25940,11742,11566,2365,25758.37,11751.72,11422.43,2316.88,6.43,7.9,52.81
08/26/2021 ,8,27225,12073,12347,2536,26710.37,12054.55,11972.09,2412.54,6.43,7.9,50.48
08/26/2021 ,9,28368,12325,13216,2554,27390.05,12067.72,12594.94,2453.3,6.43,7.9,43.78
08/26/2021 ,10,28959,12340,13843,2497,27683.78,11710.98,13203.58,2492.14,6.43,7.9,42.66
08/26/2021 ,11,29226,11962,14456,2519,28554.37,11612.15,14117.52,2540.79,6.43,7.9,43.29
08/26/2021 ,12,30154,11627,15556,2673,29662.77,11624.14,15132.78,2612.2,6.43,7.9,45.83
08/26/2021 ,13,31791,11917,16785,2783,31202.7,11772.42,16317.56,2811.87,6.43,7.9,47.48
08/26/2021 ,14,33920,12523,18123,2961,33282.43,12321.5,17647.19,3006.98,6.43,7.9,51.08
08/26/2021 ,15,36094,13377,19245,3153,35375.7,13157.04,18718.01,3188.88,6.43,7.9,54.45
08/26/2021 ,16,38145,14428,20004,3389,37429.98,14092.76,19649.63,3372.79,6.43,7.9,57.51
08/26/2021 ,17,39847,15437,20392,3692,38944.32,15062.08,20068.85,3494.42,6.43,7.9,58.1
08/26/2021 ,18,40389,16163,20093,3808,39718.63,15852.08,19983.02,3565.29,6.43,7.9,68.52
08/26/2021 ,19,39793,16441,19311,3723,39490.77,16291.26,19386.39,3499.37,6.43,7.9,88.07
08/26/2021 ,20,38391,16087,18384,3615,38411.35,16169.87,18483.28,3452.2,6.43,7.9,96.89
08/26/2021 ,21,36741,15581,17397,3470,36898.09,15722.49,17529.05,3349.23,6.43,7.9,77.8
08/26/2021 ,22,34248,14648,16105,3214,34863.83,14929.73,16488.5,3158.41,6.43,7.9,68.4
08/26/2021 ,23,31153,13379,14589,2913,31941.57,13656.12,15110.76,2895.4,6.43,7.9,56.18
08/26/2021 ,24,28496,12283,13316,2633,29163.81,12504.16,13749.66,2636.95,6.43,7.9,55.25
08/27/2021 ,1,26653,11585,12351,2459,27364.08,12312.3,12329.3,2453.23,6.51,8.35,52.87
08/27/2021 ,2,25125,11037,11530,2303,25752.81,11682.36,11486.37,2317.6,6.51,8.35,49.49
08/27/2021 ,3,24016,10645,10939,2179,24642.29,11269.32,10895.48,2212.56,6.51,8.35,48.71
08/27/2021 ,4,23579,10587,10620,2119,23998.7,11045.95,10545.84,2143.85,6.51,8.35,48.18
08/27/2021 ,5,23966,10906,10672,2133,23962.37,11047.81,10512.03,2139.12,6.51,8.35,48.33
08/27/2021 ,6,24756,11207,11063,2229,24724.49,11448.65,10821.17,2188.76,6.51,8.35,52.16
08/27/2021 ,7,25858,11870,11424,2305,25937.15,12063.01,11307.63,2299.03,6.51,8.35,55.19
08/27/2021 ,8,26834,12334,11930,2309,26872.2,12422.43,11808.65,2371.9,6.51,8.35,53.11
08/27/2021 ,9,28409,13050,12722,2376,27662,12473.51,12497.02,2418.5,6.51,8.35,45.5
08/27/2021 ,10,29098,12935,13497,2399,28384.38,12405.46,13235.08,2465.43,6.51,8.35,44.17
08/27/2021 ,11,30234,13061,14447,2450,29164.08,12347.28,14034.4,2497.27,6.51,8.35,45.41
08/27/2021 ,12,31552,13125,15545,2595,30418.23,12541.41,15044.72,2539.38,6.51,8.35,47.01
08/27/2021 ,13,33312,13461,16832,2722,32217.51,12995.99,16197.57,2723.62,6.51,8.35,53.01
08/27/2021 ,14,35583,14340,18021,2916,34490.64,13692.09,17606.31,2884.32,6.51,8.35,58.34
08/27/2021 ,15,38022,15459,19139,3108,36962.43,14702.53,18864.17,3081.47,6.51,8.35,62.29
08/27/2021 ,16,40261,16573,20038,3330,38995.26,15684.38,19759.27,3234.55,6.51,8.35,62.8
08/27/2021 ,17,41716,17502,20375,3515,40341.24,16606.1,20053.99,3360.72,6.51,8.35,66.54
08/27/2021 ,18,42026,18041,20033,3629,41056,17292.32,19999.68,3443.08,6.51,8.35,80.01
08/27/2021 ,19,41078,18026,19176,3559,40621.18,17574.52,19368.69,3361.58,6.51,8.35,127.67
08/27/2021 ,20,39624,17536,18355,3426,39212.24,17310.62,18304.79,3289.07,6.51,8.35,116.21
08/27/2021 ,21,37712,16712,17435,3272,37811.34,16778.54,17520.09,3213.89,6.51,8.35,92.9
08/27/2021 ,22,35232,15684,16184,3080,35692.34,15884.84,16451.1,3067.39,6.51,8.35,81.71
08/27/2021 ,23,32075,14309,14674,2817,32845.77,14626.54,15073.79,2864.75,6.51,8.35,61.36
08/27/2021 ,24,29501,13207,13438,2588,30256.52,13510.63,13828.92,2642.74,6.51,8.35,58.99
08/28/2021 ,1,27366,12364,12329,2411,27465.96,12223.93,12479.88,2493.29,6.74,7.96,52.88
08/28/2021 ,2,25746,11714,11502,2272,25738.33,11529.16,11592.27,2351.93,6.74,7.96,50.53
08/28/2021 ,3,24706,11319,10948,2183,24484.88,11017.82,10961.53,2242.89,6.74,7.96,50
08/28/2021 ,4,23840,10916,10546,2124,23689.31,10706.44,10550.9,2169.66,6.74,7.96,49.82
08/28/2021 ,5,23495,10770,10371,2100,23331.19,10582.82,10346.66,2138.08,6.74,7.96,50.1
08/28/2021 ,6,23633,10864,10394,2119,23495.59,10729.94,10371.07,2130.03,6.74,7.96,50.88
08/28/2021 ,7,23964,11107,10453,2146,23915.44,11127.25,10392.63,2129.77,6.74,7.96,51.54
08/28/2021 ,8,24714,11635,10657,2161,24201.46,11250.32,10521.3,2162.74,6.74,7.96,48.53
08/28/2021 ,9,26148,12409,11336,2136,25039.72,11425.57,11141.28,2201.66,6.74,7.96,39.24
08/28/2021 ,10,26971,12601,11999,2098,25847.73,11456.6,11871.59,2241.98,6.74,7.96,39.4
08/28/2021 ,11,28162,12904,12936,2040,26885.75,11573.83,12779.19,2247.11,6.74,7.96,42.66
08/28/2021 ,12,29554,13192,13933,2136,28433.21,11944.71,13879.07,2314.43,6.74,7.96,47.08
08/28/2021 ,13,31152,13491,14969,2387,30608.2,12617.15,15207.5,2479.07,6.74,7.96,50.27
08/28/2021 ,14,34210,14970,16420,2501,33044.92,13496.14,16606.51,2629.52,6.74,7.96,55.03
08/28/2021 ,15,35514,15671,16981,2541,35315.94,14536.7,17668.38,2790.61,6.74,7.96,63.28
08/28/2021 ,16,37552,16822,17771,2632,37298.75,15601.82,18399.89,2970.71,6.74,7.96,76.19
08/28/2021 ,17,38996,17720,18134,2813,38893.34,16610.96,18844.57,3106.94,6.74,7.96,76.61
08/28/2021 ,18,39417,18239,17915,2934,39706.18,17295.88,18825.81,3252.23,6.74,7.96,91.57
08/28/2021 ,19,38136,17980,16857,2980,39303.9,17537.26,18211.03,3228.97,6.74,7.96,131.86
08/28/2021 ,20,37206,17565,16360,2968,38053.34,17119.45,17389.17,3227.91,6.74,7.96,110.81
08/28/2021 ,21,35493,16723,15558,2912,36462,16396.12,16608.14,3152.36,6.74,7.96,86.79
08/28/2021 ,22,31443,14688,13829,2653,34379.81,15455.32,15610.23,3021.67,6.74,7.96,75.92
08/28/2021 ,23,30680,14316,13496,2596,31748.81,14238.5,14405.77,2820.85,6.74,7.96,63.34
08/28/2021 ,24,28356,13206,12464,2414,29262.36,13054.85,13307.87,2622.36,6.74,7.96,59.89
08/29/2021 ,1,26387,12264,11585,2270,27524.69,12568.86,12225.17,2459.05,6.74,7.96,57
08/29/2021 ,2,24883,11532,10940,2147,25812.44,11850.08,11372.05,2321.98,6.74,7.96,53.64
